brand,model,price,gender,url,image_position,image_id,prompt
crocs,gray echo slides,65,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241209M234033_1.jpg",1,3960446998698254653,These are shoes for men from brand crocs model gray echo slides. Item price is 65 dollars.
crocs,black echo slides,65,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241209M234034_1.jpg",1,6522769082314032762,These are shoes for men from brand crocs model black echo slides. Item price is 65 dollars.
crocs,off-white crush boots,120,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241209M223000_1.jpg",1,9202740162716415283,These are shoes for men from brand crocs model off-white crush boots. Item price is 120 dollars.
crocs,black crush boots,120,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241209M223001_1.jpg",1,10542568613080697493,These are shoes for men from brand crocs model black crush boots. Item price is 120 dollars.
marni,white bigfoot 2.0 sneakers,1135,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241379M237012_1.jpg",1,10462094494054179385,These are shoes for men from brand marni model white bigfoot 2.0 sneakers. Item price is 1135 dollars.
marni,black leather fussbett loafers,1395,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241379M231008_1.jpg",1,11033045102831757074,These are shoes for men from brand marni model black leather fussbett loafers. Item price is 1395 dollars.
andersson bell,beige orbina oxfords,1015,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241375M225002_1.jpg",1,16304239816417860669,These are shoes for men from brand andersson bell model beige orbina oxfords. Item price is 1015 dollars.
moschino,black moschino logo sandals,345,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241720M234012_1.jpg",1,14418594510401490765,These are shoes for men from brand moschino model black moschino logo sandals. Item price is 345 dollars.
rick owens,black sock sneakers,1525,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M236020_1.jpg",1,18197018802095598756,These are shoes for men from brand rick owens model black sock sneakers. Item price is 1525 dollars.
bape,red & white clutch sta #1 sneakers,365,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237023_1.jpg",1,12869564807299868018,These are shoes for men from brand bape model red & white clutch sta #1 sneakers. Item price is 365 dollars.
bape,black & gray clutch sta #1 sneakers,365,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237024_1.jpg",1,3282714469161224542,These are shoes for men from brand bape model black & gray clutch sta #1 sneakers. Item price is 365 dollars.
bape,green sk8 sta #4 sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237035_1.jpg",1,1436027175428807610,These are shoes for men from brand bape model green sk8 sta #4 sneakers. Item price is 410 dollars.
bape,beige sk8 sta #4 sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237034_1.jpg",1,12657386607821945175,These are shoes for men from brand bape model beige sk8 sta #4 sneakers. Item price is 410 dollars.
bape,black sk8 sta #4 sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237036_1.jpg",1,15834370467520164469,These are shoes for men from brand bape model black sk8 sta #4 sneakers. Item price is 410 dollars.
bape,white & gray sk8 sta #4 sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232546M237037_1.jpg",1,15751417088105735305,These are shoes for men from brand bape model white & gray sk8 sta #4 sneakers. Item price is 410 dollars.
zegna,brown triple stitch sneakers,1705,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237034_1.jpg",1,7199701667283147272,These are shoes for men from brand zegna model brown triple stitch sneakers. Item price is 1705 dollars.
zegna,black triple stitch sneakers,1635,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237040_1.jpg",1,9175245277933234744,These are shoes for men from brand zegna model black triple stitch sneakers. Item price is 1635 dollars.
zegna,gray triple stitch sneakers,1635,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237035_1.jpg",1,9045986397455507650,These are shoes for men from brand zegna model gray triple stitch sneakers. Item price is 1635 dollars.
zegna,off-white triple stitch sneakers,1210,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237042_1.jpg",1,1963399723567242216,These are shoes for men from brand zegna model off-white triple stitch sneakers. Item price is 1210 dollars.
zegna,brown triple stitch sneakers,1510,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237052_1.jpg",1,6434936898429791988,These are shoes for men from brand zegna model brown triple stitch sneakers. Item price is 1510 dollars.
zegna,navy triple stitch sneakers,1210,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241142M237044_1.jpg",1,16356656097350673753,These are shoes for men from brand zegna model navy triple stitch sneakers. Item price is 1210 dollars.
bally,black raise rebby sneakers,695,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241938M237002_1.jpg",1,9164814785275931494,These are shoes for men from brand bally model black raise rebby sneakers. Item price is 695 dollars.
bally,black & white raise high-top sneakers,920,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241938M236000_1.jpg",1,17033071910182421980,These are shoes for men from brand bally model black & white raise high-top sneakers. Item price is 920 dollars.
balmain,black b-court mid top western glazed leather sneakers,1190,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237003_1.jpg",1,9019365587076382182,These are shoes for men from brand balmain model black b-court mid top western glazed leather sneakers. Item price is 1190 dollars.
balmain,black & white b-court mid top star sneakers,1190,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237002_1.jpg",1,9762454889926019375,These are shoes for men from brand balmain model black & white b-court mid top star sneakers. Item price is 1190 dollars.
balmain,black b-court flip sneakers,935,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237004_1.jpg",1,14583943045313338253,These are shoes for men from brand balmain model black b-court flip sneakers. Item price is 935 dollars.
balmain,black & green b-court flip snake-effect sneakers,935,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237005_1.jpg",1,4457921325659936059,These are shoes for men from brand balmain model black & green b-court flip snake-effect sneakers. Item price is 935 dollars.
balmain,gray & white b-court flip snake-effect sneakers,935,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237006_1.jpg",1,13305289780400006708,These are shoes for men from brand balmain model gray & white b-court flip snake-effect sneakers. Item price is 935 dollars.
balmain,white & black b-east pb sneakers,975,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241251M237018_1.jpg",1,5304736262708423290,These are shoes for men from brand balmain model white & black b-east pb sneakers. Item price is 975 dollars.
boss,black grained leather logo sneakers,515,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241085M237035_1.jpg",1,11563577588764549220,These are shoes for men from brand boss model black grained leather logo sneakers. Item price is 515 dollars.
jw anderson,black popcorn sneakers,890,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241477M237005_1.jpg",1,2072038296148867838,These are shoes for men from brand jw anderson model black popcorn sneakers. Item price is 890 dollars.
jw anderson,blue piping sneakers,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241477M237007_1.jpg",1,2818010095433548895,These are shoes for men from brand jw anderson model blue piping sneakers. Item price is 740 dollars.
a-cold-wall*,black vector sneakers,465,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241908M237000_1.jpg",1,7165513672212921874,These are shoes for men from brand a-cold-wall* model black vector sneakers. Item price is 465 dollars.
a-cold-wall*,off-white vector sneakers,460,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241908M237001_1.jpg",1,10233063666862827688,These are shoes for men from brand a-cold-wall* model off-white vector sneakers. Item price is 460 dollars.
palm angels,black & gray pa 4 sneakers,685,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241695M237001_1.jpg",1,3102086938374141540,These are shoes for men from brand palm angels model black & gray pa 4 sneakers. Item price is 685 dollars.
saucony,gray & green triumph 21 sneakers,270,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241921M237011_1.jpg",1,5843133073594111618,These are shoes for men from brand saucony model gray & green triumph 21 sneakers. Item price is 270 dollars.
saucony,white & orange endorphin speed 4 sneakers,280,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241921M237013_1.jpg",1,1245795765136507780,These are shoes for men from brand saucony model white & orange endorphin speed 4 sneakers. Item price is 280 dollars.
dries van noten,off-white paneled boots,1275,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M228002_1.jpg",1,1907947343496636997,These are shoes for men from brand dries van noten model off-white paneled boots. Item price is 1275 dollars.
burberry,beige suede creeper mid derbys,1260,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241376M225003_1.jpg",1,1796967640102341108,These are shoes for men from brand burberry model beige suede creeper mid derbys. Item price is 1260 dollars.
burberry,tan suede creeper mid derbys,1260,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241376M255001_1.jpg",1,6275094527477958568,These are shoes for men from brand burberry model tan suede creeper mid derbys. Item price is 1260 dollars.
burberry,green & yellow check pillow boots,1165,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241376M223010_1.jpg",1,14114534236487569698,These are shoes for men from brand burberry model green & yellow check pillow boots. Item price is 1165 dollars.
diesel,blue d-hammer ch md denim ankle boots,1080,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241001M223000_1.jpg",1,10482680618535858772,These are shoes for men from brand diesel model blue d-hammer ch md denim ankle boots. Item price is 1080 dollars.
jw anderson,black leather loafers,1085,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241477M231008_1.jpg",1,14362562524740758461,These are shoes for men from brand jw anderson model black leather loafers. Item price is 1085 dollars.
valentino garavani,white vlogo signature loafers,1290,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241807M231004_1.jpg",1,16341781076852691551,These are shoes for men from brand valentino garavani model white vlogo signature loafers. Item price is 1290 dollars.
valentino garavani,brown rockstud m-way loafers,1425,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241807M231021_1.jpg",1,15354010900530889004,These are shoes for men from brand valentino garavani model brown rockstud m-way loafers. Item price is 1425 dollars.
palm angels,black pa studded mules,920,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241695M231000_1.jpg",1,3080272777265528867,These are shoes for men from brand palm angels model black pa studded mules. Item price is 920 dollars.
merrell 1trl,white hydro moc sandals,100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M234010_1.jpg",1,14010347801998284749,These are shoes for men from brand merrell 1trl model white hydro moc sandals. Item price is 100 dollars.
merrell 1trl,black & gray hydro moc sandals,100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M234011_1.jpg",1,14715515725376465921,These are shoes for men from brand merrell 1trl model black & gray hydro moc sandals. Item price is 100 dollars.
merrell 1trl,brown hydro moc drift sandals,100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M234012_1.jpg",1,9325141213487228608,These are shoes for men from brand merrell 1trl model brown hydro moc drift sandals. Item price is 100 dollars.
merrell 1trl,green hydro moc drift sandals,100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M234014_1.jpg",1,12988773489831369968,These are shoes for men from brand merrell 1trl model green hydro moc drift sandals. Item price is 100 dollars.
merrell 1trl,black & off-white hydro moc drift sandals,100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M234015_1.jpg",1,14417476365898050128,These are shoes for men from brand merrell 1trl model black & off-white hydro moc drift sandals. Item price is 100 dollars.
dries van noten,black calf-hair flip flops,670,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M233001_1.jpg",1,1559152032851339420,These are shoes for men from brand dries van noten model black calf-hair flip flops. Item price is 670 dollars.
dries van noten,gray calf-hair flip flops,660,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M233000_1.jpg",1,18424588177448829429,These are shoes for men from brand dries van noten model gray calf-hair flip flops. Item price is 660 dollars.
dries van noten,tan calf-hair flip flops,670,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M233002_1.jpg",1,8987680070155662417,These are shoes for men from brand dries van noten model tan calf-hair flip flops. Item price is 670 dollars.
diesel,off-white sa-maui x sandals,260,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241001M234000_1.jpg",1,2038872038014660459,These are shoes for men from brand diesel model off-white sa-maui x sandals. Item price is 260 dollars.
diesel,black sa-maui x sandals,260,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241001M234001_1.jpg",1,7186214211386902692,These are shoes for men from brand diesel model black sa-maui x sandals. Item price is 260 dollars.
diesel,blue sa-slide d oval denim slides,305,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241001M234002_1.jpg",1,857046938023089032,These are shoes for men from brand diesel model blue sa-slide d oval denim slides. Item price is 305 dollars.
sacai,black pocket slides,895,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241445M231001_1.jpg",1,14286787247588334237,These are shoes for men from brand sacai model black pocket slides. Item price is 895 dollars.
a-cold-wall*,black diamond padded slides,220,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241908M234000_1.jpg",1,18346672372792216415,These are shoes for men from brand a-cold-wall* model black diamond padded slides. Item price is 220 dollars.
teva,black zymic sandals,155,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234030_1.jpg",1,13054497320146778064,These are shoes for men from brand teva model black zymic sandals. Item price is 155 dollars.
teva,khaki universal trail sandals,195,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234038_1.jpg",1,13893607123338709017,These are shoes for men from brand teva model khaki universal trail sandals. Item price is 195 dollars.
teva,blue & green hurricane xlt2 sandals,145,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234021_1.jpg",1,8912795416919081168,These are shoes for men from brand teva model blue & green hurricane xlt2 sandals. Item price is 145 dollars.
teva,gray terra fi 5 universal sandals,210,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234026_1.jpg",1,12646486454014581374,These are shoes for men from brand teva model gray terra fi 5 universal sandals. Item price is 210 dollars.
teva,green terra fi 5 universal sandals,210,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234027_1.jpg",1,4021801432699041148,These are shoes for men from brand teva model green terra fi 5 universal sandals. Item price is 210 dollars.
teva,khaki hurricane xlt2 sandals,145,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234023_1.jpg",1,3198014711518988294,These are shoes for men from brand teva model khaki hurricane xlt2 sandals. Item price is 145 dollars.
teva,black hurricane xlt2 sandals,145,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234024_1.jpg",1,5161276729043560161,These are shoes for men from brand teva model black hurricane xlt2 sandals. Item price is 145 dollars.
teva,multicolor original universal revive sandals,115,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234015_1.jpg",1,2627497696988173370,These are shoes for men from brand teva model multicolor original universal revive sandals. Item price is 115 dollars.
teva,khaki hurricane verge slides,145,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234032_1.jpg",1,2235000482977843311,These are shoes for men from brand teva model khaki hurricane verge slides. Item price is 145 dollars.
teva,black hurricane verge slides,145,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241232M234033_1.jpg",1,16569329274143107278,These are shoes for men from brand teva model black hurricane verge slides. Item price is 145 dollars.
gmbh,black adem overknee boots,1160,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241979M228009_1.jpg",1,4168628649795833740,These are shoes for men from brand gmbh model black adem overknee boots. Item price is 1160 dollars.
danner,tan danner ridge boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255000_1.jpg",1,9315901854997302590,These are shoes for men from brand danner model tan danner ridge boots. Item price is 740 dollars.
danner,black mountain pass boots,755,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255003_1.jpg",1,16131746870873170451,These are shoes for men from brand danner model black mountain pass boots. Item price is 755 dollars.
danner,brown mountain pass boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255004_1.jpg",1,11861976327281249722,These are shoes for men from brand danner model brown mountain pass boots. Item price is 720 dollars.
danner,khaki mountain pass boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255005_1.jpg",1,13177977776486014835,These are shoes for men from brand danner model khaki mountain pass boots. Item price is 720 dollars.
danner,tan mountain pass boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255006_1.jpg",1,4943230690337366716,These are shoes for men from brand danner model tan mountain pass boots. Item price is 720 dollars.
danner,black mountain pass boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255007_1.jpg",1,2003090855462487402,These are shoes for men from brand danner model black mountain pass boots. Item price is 720 dollars.
danner,tan mountain light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255008_1.jpg",1,5270593414890910038,These are shoes for men from brand danner model tan mountain light boots. Item price is 740 dollars.
danner,tan mountain light boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255010_1.jpg",1,5630538814971130280,These are shoes for men from brand danner model tan mountain light boots. Item price is 720 dollars.
danner,brown mountain light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255009_1.jpg",1,14726126966773817100,These are shoes for men from brand danner model brown mountain light boots. Item price is 740 dollars.
danner,tan mountain light boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255011_1.jpg",1,3842467077915061664,These are shoes for men from brand danner model tan mountain light boots. Item price is 720 dollars.
danner,tan & navy danner light boots,720,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255012_1.jpg",1,8027020278293246566,These are shoes for men from brand danner model tan & navy danner light boots. Item price is 720 dollars.
danner,black mountain light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255013_1.jpg",1,12375926161209902271,These are shoes for men from brand danner model black mountain light boots. Item price is 740 dollars.
danner,tan mountain light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255014_1.jpg",1,2779006363720886826,These are shoes for men from brand danner model tan mountain light boots. Item price is 740 dollars.
danner,brown mountain light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255015_1.jpg",1,1813268577583281513,These are shoes for men from brand danner model brown mountain light boots. Item price is 740 dollars.
danner,tan & khaki westslope boots,755,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255016_1.jpg",1,807123046079548031,These are shoes for men from brand danner model tan & khaki westslope boots. Item price is 755 dollars.
danner,black danner light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255017_1.jpg",1,3880644790504655227,These are shoes for men from brand danner model black danner light boots. Item price is 740 dollars.
danner,khaki & brown danner light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255018_1.jpg",1,14461048521183697685,These are shoes for men from brand danner model khaki & brown danner light boots. Item price is 740 dollars.
danner,tan & khaki danner light boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255020_1.jpg",1,4218935641293308027,These are shoes for men from brand danner model tan & khaki danner light boots. Item price is 740 dollars.
danner,tan cascade crest boots,585,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255029_1.jpg",1,2834718389139670312,These are shoes for men from brand danner model tan cascade crest boots. Item price is 585 dollars.
danner,brown explorer boots,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255030_1.jpg",1,17409559098811114110,These are shoes for men from brand danner model brown explorer boots. Item price is 740 dollars.
danner,gray douglas gtx boots,465,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255024_1.jpg",1,12834569674005973655,These are shoes for men from brand danner model gray douglas gtx boots. Item price is 465 dollars.
danner,brown mountain 600 leaf gtx boots,360,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241338M255027_1.jpg",1,6380891452563473959,These are shoes for men from brand danner model brown mountain 600 leaf gtx boots. Item price is 360 dollars.
bally,white tyger sneakers,680,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241938M237007_1.jpg",1,15220891779547958871,These are shoes for men from brand bally model white tyger sneakers. Item price is 680 dollars.
